GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,1992_count,1992_sum,1992_mean,1992_media,1992_stdev,1992_min,1992_max,1992_range,1992_minor,1992_major,1992_varie,1992_varia,1993_count,1993_sum,1993_mean,1993_media,1993_stdev,1993_min,1993_max,1993_range,1993_minor,1993_major,1993_varie,1993_varia,1994_count,1994_sum,1994_mean,1994_media,1994_stdev,1994_min,1994_max,1994_range,1994_minor,1994_major,1994_varie,1994_varia,1995_count,1995_sum,1995_mean,1995_media,1995_stdev,1995_min,1995_max,1995_range,1995_minor,1995_major,1995_varie,1995_varia,1996_count,1996_sum,1996_mean,1996_media,1996_stdev,1996_min,1996_max,1996_range,1996_minor,1996_major,1996_varie,1996_varia,1997_count,1997_sum,1997_mean,1997_media,1997_stdev,1997_min,1997_max,1997_range,1997_minor,1997_major,1997_varie,1997_varia,1998_count,1998_sum,1998_mean,1998_media,1998_stdev,1998_min,1998_max,1998_range,1998_minor,1998_major,1998_varie,1998_varia,1999_count,1999_sum,1999_mean,1999_media,1999_stdev,1999_min,1999_max,1999_range,1999_minor,1999_major,1999_varie,1999_varia,2000_count,2000_sum,2000_mean,2000_media,2000_stdev,2000_min,2000_max,2000_range,2000_minor,2000_major,2000_varie,2000_varia,2001_count,2001_sum,2001_mean,2001_media,2001_stdev,2001_min,2001_max,2001_range,2001_minor,2001_major,2001_varie,2001_varia,2002_count,2002_sum,2002_mean,2002_media,2002_stdev,2002_min,2002_max,2002_range,2002_minor,2002_major,2002_varie,2002_varia,2003_count,2003_sum,2003_mean,2003_media,2003_stdev,2003_min,2003_max,2003_range,2003_minor,2003_major,2003_varie,2003_varia,2004_count,2004_sum,2004_mean,2004_media,2004_stdev,2004_min,2004_max,2004_range,2004_minor,2004_major,2004_varie,2004_varia,2005_count,2005_sum,2005_mean,2005_media,2005_stdev,2005_min,2005_max,2005_range,2005_minor,2005_major,2005_varie,2005_varia,2006_count,2006_sum,2006_mean,2006_media,2006_stdev,2006_min,2006_max,2006_range,2006_minor,2006_major,2006_varie,2006_varia,2007_count,2007_sum,2007_mean,2007_media,2007_stdev,2007_min,2007_max,2007_range,2007_minor,2007_major,2007_varie,2007_varia,2008_count,2008_sum,2008_mean,2008_media,2008_stdev,2008_min,2008_max,2008_range,2008_minor,2008_major,2008_varie,2008_varia,2009_count,2009_sum,2009_mean,2009_media,2009_stdev,2009_min,2009_max,2009_range,2009_minor,2009_major,2009_varie,2009_varia,2010_count,2010_sum,2010_mean,2010_media,2010_stdev,2010_min,2010_max,2010_range,2010_minor,2010_major,2010_varie,2010_varia,2011_count,2011_sum,2011_mean,2011_media,2011_stdev,2011_min,2011_max,2011_range,2011_minor,2011_major,2011_varie,2011_varia,2012_count,2012_sum,2012_mean,2012_media,2012_stdev,2012_min,2012_max,2012_range,2012_minor,2012_major,2012_varie,2012_varia,2013_count,2013_sum,2013_mean,2013_media,2013_stdev,2013_min,2013_max,2013_range,2013_minor,2013_major,2013_varie,2013_varia
TUN,Tunisia,TUN.7_1,Jendouba,,TUN.7.7_1,Jendouba Sud,,,Delegation,Delegation,,TN.JE.JE,274,1341,4.89416058394161,4,3.55659696333648,3,34,31,9,4,16,12.6493819596143,274,1377,5.02554744525547,4,5.5483347826972,2,45,43,10,3,22,30.7840188608876,274,1301,4.74817518248175,3,4.94186055257895,2,43,41,2,3,22,24.4219857211359,274,1685,6.14963503649635,4.5,6.16111687769922,3,48,45,9,4,24,37.9593611806702,274,1607,5.86496350364964,4,5.79327688924467,3,47,44,10,4,23,33.5620571154563,274,1290,4.70802919708029,3,4.36586056255834,2,35,33,8,3,22,19.0607384517023,274,1417,5.17153284671533,3,6.571598355777,2,48,46,10,3,24,43.185904949651,274,1384,5.05109489051095,4,5.20081572473729,2,42,40,11,3,23,27.0484842026746,274,1958,7.14598540145985,5,7.41279240113121,3,50,47,11,5,28,54.9494911822686,274,1971,7.19343065693431,5,7.07590446494413,3,47,44,14,5,27,50.0684239970163,274,2132,7.78102189781022,5,8.18465301287271,3,53,50,11,4,30,66.9885449411263,274,1370,5,3,6.0538942042702,2,41,39,11,3,26,36.6496350364963,274,2011,7.33941605839416,5,7.37757360923916,3,50,47,16,5,26,54.4285923597422,274,1473,5.37591240875912,4,4.68039903388753,2,37,35,11,4,23,21.9061351164154,274,1877,6.85036496350365,5,6.52699754459074,3,50,47,12,5,26,42.6016969470936,274,2172,7.92700729927007,5,7.57505995880619,4,51,47,13,5,30,57.3815333795088,274,1944,7.0948905109489,5,7.74161492392562,3,49,46,12,4,32,59.9326016303479,274,1741,6.35401459854015,5,5.39892547566251,3,39,36,14,4,26,29.1483962917577,274,2474,9.02919708029197,7,7.14954095391238,4,50,46,11,5,29,51.1159358516704,274,2458,8.97080291970803,6,9.18419906654936,3,52,49,13,5,38,84.3495124940061,274,2522,9.2043795620438,6,8.67931401484826,4,54,50,18,6,35,75.3304917683414,274,2619,9.55839416058394,7,9.12875574012612,4,56,52,14,5,34,83.3341813628856
TUN,Tunisia,TUN.7_1,Jendouba,,TUN.7.8_1,Oued Mliz,,,Delegation,Delegation,,TN.JE.OM,288,1120,3.88888888888889,3,1.36733271935988,2,10,8,2,3,9,1.8695987654321,288,969,3.36458333333333,3,1.24543437034367,2,9,7,7,3,8,1.55110677083333,288,968,3.36111111111111,3,1.30496440517182,2,10,8,9,3,9,1.70293209876543,288,1223,4.24652777777778,4,1.86664483597519,3,14,11,10,4,12,3.48436294367284,288,1213,4.21180555555556,4,1.89670754671007,3,13,10,7,4,10,3.59749951774692,288,960,3.33333333333333,3,1.21335164821342,2,9,7,7,3,8,1.47222222222222,288,939,3.26041666666667,3,1.06957408124813,2,8,6,6,3,7,1.14398871527778,288,1017,3.53125,3,1.19274244856596,2,9,7,9,3,8,1.42263454861111,288,1361,4.72569444444444,4,1.51305644161898,3,12,9,11,4,10,2.28933979552469,288,1328,4.61111111111111,4,1.37745291869083,3,11,8,11,4,9,1.89737654320988,288,1333,4.62847222222222,4,1.52211307774771,3,12,9,12,4,10,2.31682822145062,288,842,2.92361111111111,3,1.13394506230284,2,8,6,8,3,7,1.28583140432099,288,1393,4.83680555555556,4,1.84403115663369,3,13,10,11,4,11,3.4004509066358,288,1097,3.80902777777778,3,1.3261479929587,3,10,7,10,3,8,1.7586684992284,288,1363,4.73263888888889,4,1.98117283800359,3,14,11,14,4,12,3.92504581404321,288,1523,5.28819444444444,5,2.05402709220806,3,14,11,14,4,12,4.21902729552468,288,1273,4.42013888888889,4,1.92224116380359,3,14,11,12,4,12,3.69501109182098,288,1167,4.05208333333333,4,1.33101197663449,3,10,7,10,4,8,1.77159288194445,288,1735,6.02430555555556,5,2.01800047240723,4,15,11,11,5,12,4.0723259066358,288,1435,4.98263888888889,5,1.68212951431574,3,13,10,13,4,11,2.8295597029321,288,1613,5.60069444444444,5,1.93566657079738,4,14,10,13,5,11,3.74680507330247,288,1640,5.69444444444444,5,2.28758053221259,3,16,13,3,5,14,5.23302469135803
TUN,Tunisia,TUN.7_1,Jendouba,,TUN.7.9_1,Tabarka,,,Delegation,Delegation,,TN.JE.TA,519,1910,3.68015414258189,3,1.76723856722969,2,18,16,14,3,14,3.12313215350403,519,1688,3.252408477842,3,2.00574055217159,2,17,15,11,3,14,4.02299516262562,519,1847,3.55876685934489,3,2.98485503138129,2,25,23,12,3,18,8.90935955836221,519,2714,5.22928709055877,4,4.96882668297459,3,35,32,12,3,28,24.6892386054403,519,2415,4.65317919075144,3,4.39117442393891,2,34,32,11,3,27,19.2824128214552,519,2035,3.92100192678227,3,2.94645898938101,2,25,23,11,3,20,8.68162057610419,519,1780,3.42967244701349,3,2.42386299917284,2,18,16,10,2,16,5.87511183875914,519,2095,4.03660886319846,3,3.18543906333221,2,26,24,12,3,21,10.1470220262028,519,2943,5.67052023121387,4,5.35424470287105,3,41,38,13,4,28,28.6679363382226,519,2769,5.33526011560694,4,4.6495000953413,3,34,31,16,4,29,21.6178511365788,519,2880,5.54913294797688,4,4.73752232135434,3,32,29,19,4,24,22.4441177453306,519,1925,3.70905587668593,2,3.60396576613956,2,26,24,16,2,22,12.9885692435059,519,2950,5.68400770712909,4,4.94403696102712,2,36,34,15,3,30,24.4435014720023,519,2189,4.21772639691715,3,2.89721044398583,2,24,22,11,3,20,8.39382835674058,519,2531,4.8766859344894,4,3.54495160585803,2,27,25,14,3,22,12.5666818878754,519,2839,5.47013487475915,4,3.93131959748503,3,29,26,14,4,23,15.4552737775699,519,2468,4.75529865125241,3,3.78515580748208,2,28,26,14,3,23,14.3274044869153,519,2539,4.89210019267823,4,3.91232369656761,2,29,27,17,3,25,15.3062767067244,519,3507,6.75722543352601,5,5.62532986052716,3,40,37,19,4,32,31.6443360397385,519,2852,5.49518304431599,4,4.40172893812444,3,34,31,16,4,27,19.3752176447221,519,3051,5.87861271676301,4,4.32168716633815,3,38,35,18,4,24,18.6769799636919,519,2988,5.75722543352601,4,4.46856078191892,3,35,32,11,4,26,19.9680354617038
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.1_1,Alaa,El  Ala,,Delegation,Delegation,,TN.KR.AL,1161,4699,4.0473729543497,3,2.24977642443813,2,21,19,20,3,20,5.06149395995761,1161,3711,3.19638242894057,3,2.09491094254467,2,18,16,18,3,16,4.38865185719339,1161,3930,3.38501291989664,3,2.53840428570048,2,25,23,15,3,21,6.44349631766254,1161,4863,4.18863049095607,3,3.25140795348731,2,31,29,14,3,28,10.5716536800005,1161,4650,4.00516795865633,3,2.36394992598877,2,19,17,19,3,18,5.58825925258231,1161,3722,3.20585701981051,3,1.77837526432486,2,15,13,12,3,14,3.16261858076253,1161,3558,3.06459948320413,3,1.8445522458674,2,16,14,16,3,15,3.40237298773447,1161,4047,3.48578811369509,3,1.91103047360284,2,18,16,16,3,17,3.65203747103872,1161,5578,4.80447889750215,4,2.81080367885144,3,27,24,20,4,23,7.90061732104476,1161,5636,4.85443583118002,4,2.46707861206244,3,21,18,21,4,19,6.08647687809595,1161,5550,4.78036175710594,4,2.4713678658571,3,21,18,18,4,19,6.10765912839107,1161,3428,2.9526270456503,3,1.51148189159597,2,13,11,13,3,12,2.28457750862254,1161,5195,4.47459086993971,4,2.11053312446817,2,17,15,14,4,16,4.45435006947737,1161,4175,3.59603789836348,3,1.53218184331216,2,13,11,13,3,12,2.34758120097545,1161,5409,4.65891472868217,4,2.02927120664301,2,17,15,16,4,16,4.11794163011037,1161,5642,4.85960378983635,4,2.41623054386841,3,20,17,19,4,18,5.83817004112263,1161,4894,4.21533161068045,4,2.06195326004822,2,18,16,18,4,17,4.2516512466235,1161,4763,4.10249784668389,4,1.85448283748488,2,15,13,15,4,14,3.43910659452596,1161,6858,5.90697674418605,5,3.13573956323177,3,26,23,21,5,24,9.83286260841695,1161,5719,4.92592592592593,4,2.51123738499876,3,20,17,20,4,17,6.30631320381539,1161,6846,5.89664082687339,5,3.0625965715196,3,27,24,27,5,22,9.37949775988361,1161,6400,5.51248923341947,5,3.03724637660656,3,27,24,24,5,24,9.22486555220966
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.2_1,Bouhajla,,,Delegation,Delegation,,TN.KR.SA,895,3815,4.26256983240223,4,2.47745050278039,2,24,22,14,3,20,6.13776099372679,895,3431,3.83351955307263,3,2.84147149175291,2,26,24,11,3,23,8.0739602384445,895,3508,3.9195530726257,3,3.2689854270161,2,33,31,11,3,25,10.6862657220437,895,4131,4.61564245810056,4,3.42709887662329,3,34,31,15,3,25,11.7450067101526,895,4524,5.05474860335196,4,4.10209339096471,3,37,34,12,4,28,16.8271701881964,895,4048,4.52290502793296,4,3.41067670457918,2,34,32,15,4,26,11.6327155831591,895,3875,4.32960893854749,4,3.30798346363374,2,32,30,9,3,26,10.9427545956743,895,4421,4.93966480446927,4,3.32700847045875,2,32,30,2,4,27,11.0689853625043,895,5712,6.38212290502793,6,3.73468028538674,3,37,34,3,5,30,13.9478368340564,895,5667,6.33184357541899,6,3.12503719899211,4,30,26,18,5,24,9.76585749508443,895,5817,6.49944134078212,6,3.06935651376152,4,30,26,20,6,25,9.42094940857028,895,3697,4.13072625698324,4,1.96838277717191,2,18,16,15,4,16,3.87453075746699,895,5408,6.04245810055866,6,2.17409496798292,3,20,17,16,6,18,4.72668892980867,895,4357,4.86815642458101,5,1.79584948483424,3,17,14,15,4,15,3.22507537217942,895,6272,7.00782122905028,6,2.59327563000554,3,25,22,3,6,22,6.72507849318062,895,6033,6.74078212290503,6,2.61064889566563,3,25,22,25,6,20,6.81548765644017,895,5314,5.93743016759776,5,2.49658897787622,3,24,21,14,5,21,6.23295652445305,895,4779,5.33966480446927,5,2.37038098897527,3,23,20,16,5,19,5.61870603289536,895,6882,7.68938547486034,7,3.7621533656114,4,35,31,17,7,29,14.1537979463812,895,5845,6.53072625698324,6,3.27525085873351,3,33,30,15,6,27,10.7272681876346,895,6771,7.56536312849162,7,4.00222371945147,4,40,36,14,7,29,16.01779470054,895,6956,7.77206703910614,7,4.23229162220587,4,40,36,19,7,32,17.912292375394
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.3_1,Chebika,,,Delegation,Delegation,,TN.KR.CB,699,3371,4.82260371959943,4,1.54475570487379,3,13,10,11,4,11,2.38627018774011,699,2697,3.85836909871245,4,1.34524997053429,2,12,10,12,3,11,1.8096974832225,699,2883,4.1244635193133,4,1.68820348503822,2,14,12,14,3,12,2.8500310068952,699,3273,4.6824034334764,4,1.85739582730039,3,16,13,12,4,14,3.44991925927289,699,3232,4.62374821173104,4,1.86375940307979,3,16,13,12,4,13,3.47359911256834,699,2711,3.87839771101574,3,1.44852734917602,2,12,10,12,3,11,2.09823148131092,699,2478,3.5450643776824,3,1.5370160750707,2,12,10,11,3,11,2.36241841502575,699,2825,4.0414878397711,4,1.8948755730292,2,18,16,12,3,16,3.59055343726272,699,3816,5.45922746781116,5,2.27745936265491,3,20,17,17,4,17,5.1868211485445,699,3808,5.44778254649499,5,2.14990569808396,3,18,15,12,4,16,4.62209451065388,699,3836,5.48783977110157,5,2.01306414108674,4,17,13,14,4,14,4.05242723612928,699,2386,3.41344778254649,3,1.34020773849557,2,11,9,9,3,10,1.79615678232341,699,3506,5.01573676680973,4,2.08160651601202,3,17,14,15,4,15,4.33308568750372,699,2953,4.22460658082976,4,1.67525829870975,3,13,10,13,3,11,2.80649036739589,699,3900,5.5793991416309,5,2.21464217929598,3,16,13,13,4,14,4.90463998231686,699,3999,5.72103004291846,5,2.43560876767956,3,19,16,19,4,17,5.93219006919756,699,3540,5.06437768240343,4,2.17545910642709,3,17,14,16,4,15,4.73262232373654,699,3347,4.78826895565093,4,1.97287173876558,3,15,12,15,4,13,3.89222289761993,699,5194,7.43061516452074,6,3.32101834604431,4,24,20,22,6,21,11.0291628547629,699,4484,6.41487839771102,5,3.36515963621363,3,25,22,22,5,23,11.3242993772014,699,5400,7.72532188841202,6,4.43539892975353,4,30,26,25,5,27,19.6727636660588,699,5232,7.48497854077253,6,4.2930212981643,4,32,28,24,6,28,18.4300318664923
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.4_1,Chrarda,Ch'rarda,,Delegation,Delegation,,TN.KR.CR,562,2137,3.80249110320285,3,1.30361972959412,2,12,10,2,3,11,1.69942439938704,562,1719,3.05871886120996,3,1.30224435171206,2,12,10,10,3,11,1.69584035156596,562,1809,3.21886120996441,3,1.226980258069,2,11,9,11,3,10,1.50548055369106,562,2135,3.79893238434164,4,1.35528447686149,2,12,10,10,3,11,1.83679601322172,562,2276,4.04982206405694,4,1.82148358747533,2,16,14,12,3,14,3.31780245944199,562,2098,3.73309608540925,3,1.21377357284679,2,11,9,11,3,10,1.47324628614126,562,1898,3.37722419928826,3,1.13816708940303,2,10,8,10,3,9,1.29542432340016,562,2229,3.96619217081851,4,1.23007800814862,2,12,10,12,4,11,1.51309190613088,562,3089,5.49644128113879,5,1.55932100525895,4,16,12,15,5,13,2.43148199744177,562,3065,5.45373665480427,5,1.66356023534706,3,16,13,3,5,13,2.76743265662795,562,3086,5.49110320284698,5,2.07615487563934,3,19,16,3,5,17,4.31041906764098,562,1995,3.54982206405694,3,1.36758676603894,2,13,11,12,3,12,1.87029356264485,562,3012,5.35943060498221,5,1.55068290420176,3,15,12,15,5,13,2.40461746938361,562,2393,4.25800711743772,4,1.14406169729133,3,11,8,11,4,9,1.30887716720913,562,3382,6.01779359430605,6,1.55322077500335,4,14,10,13,6,11,2.41249477590202,562,3349,5.95907473309609,6,1.90991919062029,4,17,13,17,5,14,3.64779131469965,562,3027,5.38612099644128,5,2.20045762943851,3,19,16,14,5,16,4.84201377895416,562,2775,4.93772241992883,5,1.9056108783659,3,16,13,15,4,14,3.63135281974645,562,3967,7.05871886120997,6,2.67020674342523,4,23,19,13,6,18,7.13000405263359,562,3176,5.65124555160142,5,1.91251921959681,3,18,15,14,5,16,3.65772976532718,562,3675,6.53914590747331,6,2.56503965895668,4,22,18,16,6,17,6.57942845202063,562,3661,6.51423487544484,6,2.5056470460164,4,22,18,17,6,17,6.27826711921073
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.5_1,Haffouz,,,Delegation,Delegation,,TN.KR.HF,302,1236,4.09271523178808,4,1.30891489044561,2,10,8,10,4,9,1.71325819043024,302,1031,3.41390728476821,3,1.46172082816226,2,10,8,10,3,9,2.13662777948336,302,1051,3.48013245033113,3,1.63506768669459,2,11,9,11,3,10,2.67344634007281,302,1258,4.16556291390729,4,1.83934361880226,2,12,10,12,3,11,3.3831849480286,302,1296,4.29139072847682,4,1.67406949135954,2,11,9,2,3,10,2.8025086619008,302,1044,3.45695364238411,3,1.09323688130509,2,7,5,7,3,6,1.19516687864567,302,1011,3.3476821192053,3,1.1165423470962,2,7,5,7,3,6,1.24666681285909,302,1135,3.75827814569536,3,1.14127021229392,2,8,6,8,3,7,1.30249769746941,302,1566,5.18543046357616,5,1.59013504158065,3,10,7,10,4,8,2.5285294504627,302,1600,5.29801324503311,5,1.54102701622172,3,10,7,3,4,8,2.37476426472523,302,1523,5.04304635761589,5,1.53160997982558,3,10,7,10,4,8,2.34582913030131,302,925,3.06291390728477,3,0.972817026011559,2,6,4,6,3,5,0.946372966097974,302,1520,5.03311258278146,4,1.66744130646447,3,9,6,9,4,7,2.78036051050393,302,1245,4.12251655629139,4,1.36229608403857,2,8,6,8,3,7,1.85585062058682,302,1592,5.27152317880795,5,1.68528408529192,3,9,6,9,4,7,2.84018244813824,302,1612,5.33774834437086,5,1.70658024191654,3,10,7,10,4,8,2.91241612209991,302,1390,4.60264900662252,4,1.35235614944782,3,8,5,8,4,6,1.82886715494935,302,1306,4.32450331125828,4,1.30738943601601,2,8,6,2,3,7,1.70926713740625,302,1913,6.33443708609271,6,1.8833725687704,3,11,8,3,5,9,3.54709223279682,302,1619,5.36092715231788,5,1.61497436101821,3,10,7,10,4,8,2.60814218674619,302,1883,6.23509933774834,5,2.12857253027048,3,14,11,14,5,12,4.53082101662209,302,1865,6.17549668874172,6,2.03910338975124,3,12,9,3,5,10,4.157942634095
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.6_1,Hajeb El Ayoun,,,Delegation,Delegation,,TN.KR.HA,825,3397,4.11757575757576,3,2.82533884296983,2,27,25,15,3,22,7.98253957759412,825,2793,3.38545454545454,3,3.02863614760845,2,29,27,11,3,23,9.17263691460055,825,2693,3.26424242424242,3,2.61705250616383,2,25,23,19,3,20,6.84896382001838,825,3205,3.88484848484849,3,2.99738484117974,2,26,24,18,3,23,8.98431588613408,825,3405,4.12727272727273,3,3.38439133127296,2,33,31,17,3,25,11.4541046831956,825,2650,3.21212121212121,3,2.29409750866153,2,21,19,13,3,20,5.26288337924702,825,2485,3.01212121212121,3,2.13026639047762,2,20,18,14,2,18,4.53803489439853,825,2958,3.58545454545455,3,2.79701690757622,2,27,25,9,3,21,7.82330358126722,825,4072,4.93575757575758,4,3.74029575098906,3,34,31,12,4,28,13.9898123048669,825,4128,5.00363636363636,4,3.54827983777528,3,33,30,17,4,25,12.5902898071625,825,4124,4.99878787878788,4,3.77246785039678,3,34,31,14,4,29,14.2315136822773,825,2601,3.15272727272727,3,2.65118758149749,2,24,22,11,2,19,7.02879559228651,825,3855,4.67272727272727,4,3.4001134319111,2,30,28,2,4,26,11.5607713498623,825,2990,3.62424242424242,3,2.08239813720541,2,19,17,17,3,18,4.33638200183655,825,3926,4.75878787878788,4,2.68215173409365,3,23,20,17,4,21,7.19393792470155,825,4088,4.95515151515152,4,2.88220046535589,3,26,23,16,4,23,8.30707952249771,825,3524,4.27151515151515,4,2.57662701903573,2,23,21,15,3,22,6.63900679522498,825,3460,4.19393939393939,4,2.47532543240821,2,22,20,17,3,21,6.12723599632691,825,5094,6.17454545454545,5,4.67370016991216,3,39,36,14,5,31,21.8434732782369,825,4402,5.33575757575758,4,4.32834143496029,3,39,36,11,4,31,18.7345395775941,825,5047,6.11757575757576,5,4.72999393317762,3,41,38,17,5,31,22.3728426078971,825,4915,5.95757575757576,5,4.54439583630081,3,41,38,13,4,32,20.6515335169881
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.7_1,Kairouan Nord,,,Delegation,Delegation,,TN.KR.KN,354,2295,6.48305084745763,4,7.42731223010829,2,60,58,17,4,30,55.1649669635162,354,2025,5.72033898305085,4,6.61006627472652,2,47,45,9,3,29,43.6929761562769,354,2172,6.13559322033898,4,7.77899016099942,2,58,56,13,3,30,60.5126879249258,354,2356,6.65536723163842,4,7.16077568989283,3,53,50,14,4,30,51.2767084809602,354,2057,5.81073446327684,4,6.25411033407096,2,52,50,2,4,27,39.1138960707332,354,1641,4.63559322033898,3,4.71683830877638,2,42,40,8,3,23,22.2485636311405,354,1734,4.89830508474576,3,6.04650970503959,2,53,51,13,3,26,36.560279613138,354,2195,6.20056497175141,4,7.14474242457874,2,55,53,10,3,32,51.0473443135753,354,2349,6.63559322033898,5,5.93371853128724,3,51,48,15,4,26,35.2090156085416,354,2557,7.22316384180791,5,7.15000099887338,3,50,47,23,4,29,51.1225142838904,354,2750,7.7683615819209,5,8.03822183756684,3,57,54,17,4,36,64.6130103099364,354,1767,4.99152542372881,3,6.1269467277067,2,48,46,10,3,27,37.5394762041559,354,2528,7.14124293785311,5,6.25244310512212,3,48,45,22,4,28,39.0930447827891,354,2320,6.55367231638418,4,6.88761277061466,2,51,49,2,4,29,47.4392096779342,354,2850,8.05084745762712,5,8.1221404782534,3,56,53,20,5,32,65.9691659484823,354,2842,8.02824858757062,5,8.06746228872575,3,56,53,17,5,31,65.0839477800121,354,2819,7.96327683615819,5,8.70718298820166,3,59,56,13,4,36,75.8150355900284,354,2722,7.68926553672316,5,8.25816138157075,3,58,55,16,3,37,68.1972294040665,354,3551,10.0310734463277,6.5,9.74109156867996,4,60,56,18,6,38,94.8888649494079,354,2734,7.72316384180791,5,7.65182856483241,3,56,53,18,4,31,58.5504803855853,354,3727,10.5282485875706,6,10.7443609587905,4,61,57,22,5,41,115.44129241278,354,3608,10.1920903954802,6,10.6493863186373,4,61,57,22,4,43,113.40942896358
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.8_1,Kairouan Sud,,,Delegation,Delegation,,TN.KR.KS,844,5665,6.71208530805687,4,9.3851903056513,2,63,61,15,4,47,88.0817970732912,844,6226,7.37677725118483,4,10.8955719969149,2,62,60,19,3,56,118.713489139956,844,6503,7.70497630331754,4,11.5941202566432,2,63,61,19,3,53,134.423624525504,844,6776,8.02843601895735,4,11.3279065265539,3,63,60,22,4,49,128.321466274342,844,6747,7.99407582938389,5,11.0700575172403,2,62,60,2,4,47,122.546173435008,844,5708,6.76303317535545,4,10.05933855786,2,61,59,21,4,50,101.190292221648,844,5154,6.10663507109005,3,9.92605378050899,2,61,59,14,3,48,98.5265436535568,844,5610,6.64691943127962,4,9.90683987415194,2,61,59,16,4,48,98.1454762920869,844,7521,8.91113744075829,5,11.3461444747027,3,63,60,25,5,48,128.734994440826,844,7467,8.84715639810427,5,10.7721601845633,3,61,58,27,5,53,116.03943504189,844,7709,9.13388625592417,6,11.1149674318353,3,62,59,3,6,57,123.542501010759,844,5832,6.90995260663507,3,10.8565155267074,2,62,60,14,3,51,117.86392938164,844,7281,8.62677725118483,5,11.3550745923475,3,63,60,22,5,50,128.937718997777,844,5917,7.010663507109,4,9.92536747254084,2,61,59,2,4,51,98.5129194649717,844,6929,8.20971563981043,5,10.2212421878296,3,62,59,26,5,52,104.473791862267,844,7317,8.66943127962085,5,10.8912532477621,3,63,60,19,5,49,118.619397306889,844,7045,8.34715639810427,5,11.1480389098164,3,62,59,18,5,52,124.278771534781,844,6920,8.19905213270142,4,11.4598288306007,2,63,61,20,4,55,131.327676826666,844,9065,10.7405213270142,7,12.2113193434356,4,63,59,27,6,57,149.116320107365,844,8213,9.73104265402844,6,12.2844421837523,3,63,60,28,5,54,150.907519765953,844,8750,10.3672985781991,6,11.8176377059362,3,62,59,3,6,53,139.656560948766,844,9475,11.2263033175355,6,13.4193119692443,3,63,60,23,6,58,180.077933727904
TUN,Tunisia,TUN.8_1,Kairouan,,TUN.8.9_1,Nasrallah,,,Delegation,Delegation,,TN.KR.NA,1034,3976,3.84526112185687,4,1.41395428190323,2,15,13,10,3,13,1.99926671131248,1034,3365,3.25435203094778,3,1.63262951265456,2,17,15,13,3,14,2.66547912559066,1034,3582,3.4642166344294,3,2.235024527335,2,22,20,14,3,20,4.99533463778905,1034,4146,4.00967117988395,3,2.24424975255399,2,22,20,15,3,21,5.03665695183865,1034,4274,4.13346228239845,3,2.26946389025199,2,21,19,15,3,19,5.15046634915768,1034,3499,3.38394584139265,3,2.04271917919128,2,21,19,10,3,19,4.17270164503589,1034,3209,3.10348162475822,3,1.92004781788628,2,18,16,11,3,17,3.68658362296989,1034,3749,3.6257253384913,3,1.8850310542353,2,20,18,20,3,18,3.55334207543145,1034,5049,4.88297872340426,4,2.43579854082028,3,25,22,16,4,21,5.9331145314622,1034,5085,4.91779497098646,4,2.09217307472339,3,21,18,15,4,19,4.37718817459753,1034,4970,4.80657640232108,4,2.21637027061464,3,23,20,15,4,20,4.91229717646442,1034,3173,3.06866537717602,3,1.62014779462312,2,17,15,9,3,15,2.62487887642215,1034,4614,4.46228239845261,4,1.80238103145077,2,18,16,14,4,17,3.24857738253353,1034,3734,3.61121856866538,3,1.41479809189005,2,14,12,14,3,13,2.00165364081573,1034,4907,4.74564796905222,5,1.74985642291945,3,16,13,16,5,14,3.06199750083245,1034,5211,5.03965183752418,5,1.97111007484078,3,19,16,17,4,17,3.88527492713881,1034,4378,4.23404255319149,4,1.6383229920956,2,16,14,14,4,15,2.68410222642908,1034,4216,4.07736943907157,4,1.7409090882228,2,16,14,16,4,15,3.03076445345673,1034,6316,6.10831721470019,5,3.15552208126816,3,29,26,3,5,25,9.95731960537094,1034,5133,4.9642166344294,4,2.45139916142206,3,22,19,21,4,20,6.0093578486208,1034,5880,5.68665377176016,5,2.68502470408697,3,23,20,19,5,21,7.20935766155734,1034,5961,5.76499032882012,5,3.09612171607603,3,30,27,18,5,25,9.58596968075756
